ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE,valid
MASTER of the Parrot,Mary Magdalen,https://www.wga.hu/html/m/master/parrot/marymag1.html,https://www.wga.hu/art/m/master/parrot/marymag1.jpg,web_gallery_mmasterparrotmarymag1.jpg,"This Flemish Master derives his name from the parrot that occurs in several of his Madonnas. Much of his output is due to what was probably a large workshop, and attributing particular paintings from its output to a single hand is hazardous, but the present picture, showing the Magdalene seated at a table by a window, holding a gold encrusted urn, is of an order of quality that merits giving them to the Master himself.",1501-1550,Oil on oak panel,200.0
MASTER of the Parrot,Mary Magdalen,https://www.wga.hu/html/m/master/parrot/marymag2.html,https://www.wga.hu/art/m/master/parrot/marymag2.jpg,web_gallery_mmasterparrotmarymag2.jpg,This painting depicts the Magdalene seated at a table holding an open book.,1501-1550,Oil on oak panel,200.0
MASTER of the Parrot,Virgin with the Sleeping Christ Child,https://www.wga.hu/html/m/master/parrot/sleeping.html,https://www.wga.hu/art/m/master/parrot/sleeping.jpg,web_gallery_mmasterparrotsleeping.jpg,"The Virgin's facial features, set low down on her face, the crescent brow and lowered eyelids, small lips and defined nose, are unique to the hand of this anonymous painter.",1501-1550,Oil on oak panel,200.0
MASTER of the Parrot,Virgin and Child in a Panoramic Landscape (detail),https://www.wga.hu/html/m/master/parrot/virgin1.html,https://www.wga.hu/art/m/master/parrot/virgin1.jpg,web_gallery_mmasterparrotvirgin1.jpg,,1501-1550,Oil on panel,200.0
MASTER of the Prodigal Son,Virgin and Child,https://www.wga.hu/html/m/master/prodigal/virgin.html,https://www.wga.hu/art/m/master/prodigal/virgin.jpg,web_gallery_mmasterprodigalvirgin.jpg,"The plastic, sculptural bodies of the Virgin and particularly the Christ Child here are reminiscent of the figure types of Coecke van Aelst, who in turn was looking back to the work of Bernard van Orley.",1501-1550,Oil on oak panel,200.0
MASTER of the Prodigal Son,Virgin and Child (detail),https://www.wga.hu/html/m/master/prodigal/virgin1.html,https://www.wga.hu/art/m/master/prodigal/virgin1.jpg,web_gallery_mmasterprodigalvirgin1.jpg,"The plastic, sculptural bodies of the Virgin and particularly the Christ Child here are reminiscent of the figure types of Coecke van Aelst, who in turn was looking back to the work of Bernard van Orley.",1501-1550,Oil on oak panel,200.0
MASTER of the View of Ste Gudule,St Catherine of Alexandria with Sts Elizabeth of Hungary and Dorothy,https://www.wga.hu/html/m/master/gudule/catherin.html,https://www.wga.hu/art/m/master/gudule/catherin.jpg,web_gallery_mmastergudulecatherin.jpg,"The artist was named after a panel in the Louvre of St Géry Preaching, which depicts in the background the façade of the cathedral church of Sainte Gudule in Brussels (later re-dedicated to St Michael). Since one of the two towers visible in the Louvre painting is depicted unfinished, it must date from well before the end of the 15th century. ",1451-1500,Oil on panel,200.0
MASTER of the Virgo inter Virgines,"Virgin and Child with Sts Catherine, Cecilia, Barbara, and Ursula",https://www.wga.hu/html/m/master/virgo/0_virgin.html,https://www.wga.hu/art/m/master/virgo/0_virgin.jpg,web_gallery_mmastervirgo0_virgin.jpg,"This painting, depicting the Virgin seated among four female martyrs, was probably painted for a nunnery. The painter very subtly included the saints' attributes as ornaments on chains around their neck. On the left is Catherine with the wheel on which she was tortured. Cecilia, behind her, has her organ, Barbara her tower, and Ursula is adorned with the arrow that pierced her heart.",1451-1500,Oil on panel,200.0
MATTEO di Giovanni,Calling of Sts Peter and Andrew,https://www.wga.hu/html/m/matteo/calling.html,https://www.wga.hu/art/m/matteo/calling.jpg,web_gallery_mmatteocalling.jpg,"This painting shows Jesus on the shore of the Sea of Galilee, urging two fishermen, the brothers Peter and Andrew, to become his disciples. Jesus leans forward to help Peter out of the boat, while Andrew casts his net aside, symbolically leaving his old life behind. This panel was once part of a predella, a sequence of small paintings situated beneath the main scenes of an altarpiece.",1451-1500,Tempera with oil and gold on panel,200.0
MATTEO di Giovanni,Virgin and Child with Angels and Saints,https://www.wga.hu/html/m/matteo/virgin5.html,https://www.wga.hu/art/m/matteo/virgin5.jpg,web_gallery_mmatteovirgin5.jpg,,1451-1500,Tempera and oil on panel,200.0
"MAULBERTSCH, Franz Anton",Joseph and his Brothers,https://www.wga.hu/html/m/maulbert/02youth.html,https://www.wga.hu/art/m/maulbert/02youth.jpg,web_gallery_mmaulbert02youth.jpg,"The painting and its companion-piece, Rebecca and Eliezer, are early works showing the influence of Troger and the Venetian painter Giovanni Battista Pittoni. The stylistic features of his early work may be studied in this brilliantly coloured Biblical composition.",1751-1800,Oil on canvas,200.0
"MAULBERTSCH, Franz Anton",The Beheading of John the Baptist,https://www.wga.hu/html/m/maulbert/03behead.html,https://www.wga.hu/art/m/maulbert/03behead.jpg,web_gallery_mmaulbert03behead.jpg,,1751-1800,Oil on canvas,200.0
"MAULBERTSCH, Franz Anton",The Beheading of John the Baptist (detail),https://www.wga.hu/html/m/maulbert/03beheax.html,https://www.wga.hu/art/m/maulbert/03beheax.jpg,web_gallery_mmaulbert03beheax.jpg,,1751-1800,Oil on canvas,200.0
"MAULBERTSCH, Franz Anton",Mary Magdalene,https://www.wga.hu/html/m/maulbert/04maryma.html,https://www.wga.hu/art/m/maulbert/04maryma.jpg,web_gallery_mmaulbert04maryma.jpg,The picture shows the influence Piazzetta's painting.,1751-1800,Oil on canvas,200.0
"MAULBERTSCH, Franz Anton",The Education of the Virgin,https://www.wga.hu/html/m/maulbert/05educat.html,https://www.wga.hu/art/m/maulbert/05educat.jpg,web_gallery_mmaulbert05educat.jpg,"The Golden Legend, drawing on the apocryphal gospels, tells how the Virgin Mary was brought up as a child in the Temple at Jerusalem 'with other virgins'...and was visited daily of angels', since it had been foretold to her parents, Joachim and Anne, that their daughter was to be consecrated to the Lord as the 'chosen vessel' of Christ's Incarnation. The theme became popular in the 16th century and remained so after the Counter-Reformation in spite of some disapproval by the Church because of its apocryphal character. Mary is seen in earlier examples teaching her young companions, sewing the priest vestments or being ministered to by angels who bring bread and water. But the favourite theme, especially in Counter-Reformation art, depicts her education in the strict sense, at the knee of her mother Anne, learning to read.",1751-1800,Oil on canvas,200.0
"MAULBERTSCH, Franz Anton",St Paul,https://www.wga.hu/html/m/maulbert/07stpaul.html,https://www.wga.hu/art/m/maulbert/07stpaul.jpg,web_gallery_mmaulbert07stpaul.jpg,"The painting was comissioned for the Parish Church at Balassagyarmat, Hungary.",1751-1800,Oil on canvas,200.0
"MAZZIERE, Agnolo di Domenico",St Anthony Abbot,https://www.wga.hu/html/m/mazziere/santhony.html,https://www.wga.hu/art/m/mazziere/santhony.jpg,web_gallery_mmazzieresanthony.jpg,,1451-1500,Oil on panel,200.0
"MAZZOLA BEDOLI, Girolamo",The Holy Family,https://www.wga.hu/html/m/mazzola/holyfami.html,https://www.wga.hu/art/m/mazzola/holyfami.jpg,web_gallery_mmazzolaholyfami.jpg,On the left side St Francis is represented.,1501-1550,Oil on panel,200.0
"MAZZOLA BEDOLI, Girolamo",Marriage of St Catherine,https://www.wga.hu/html/m/mazzola/mar_cath.html,https://www.wga.hu/art/m/mazzola/mar_cath.jpg,web_gallery_mmazzolamar_cath.jpg,"Girolamo Bedoli was an Italian painter who received his initial training in the Mazzola studio, with Parmigianino (Girolamo Francesco Mazzola), whose employee he later became and whose surname he adopted in 1538. He received formative influence from Parmigianino and from the contact with Correggio's oeuvre. In Mantua he adopted Mannerist ideas through Giulio Romano.",1501-1550,Oil on canvas,200.0
"MAZZOLINO, Ludovico",The Incredulity of St Thomas,https://www.wga.hu/html/m/mazzolin/incredul.html,https://www.wga.hu/art/m/mazzolin/incredul.jpg,web_gallery_mmazzolinincredul.jpg,"The paintings of the Ferrarese Renaissance share a particularly sensitive observation of nature and the expressive features of the landscape, which play a role in the picture, as in the refined small panels by Mazzolino. See the painting in which doubting Thomas touches Christ's wounds, as a new vision opens before him expressed in the vibrant celestial landscape.",1501-1550,Oil on panel,200.0
"MAZZOLINO, Ludovico",St Jerome in Contemplation,https://www.wga.hu/html/m/mazzolin/jerome.html,https://www.wga.hu/art/m/mazzolin/jerome.jpg,web_gallery_mmazzolinjerome.jpg,"Though the influence of Mazzolino's Italian masters (Ercole de' Roberti in Ferrara and Lorenzo Costa in Bologna) was manifest for the duration of Mazzolino's career, more prevalent in this painting is the dramatic impact of Albrecht Dürer. Dürer's prints were readily available in Italy and the German artist even visited Ferrara while travelling to Bologna in 1512-1513.",1501-1550,Oil and gold on panel,200.0
"MAZZOLINO, Ludovico",St Jerome in Contemplation (detail),https://www.wga.hu/html/m/mazzolin/jerome_d.html,https://www.wga.hu/art/m/mazzolin/jerome_d.jpg,web_gallery_mmazzolinjerome_d.jpg,"While St Jerome is alone in contemplation, accompanied by the lion, in the background he appears again in a small vignette, accompanied by monks. ",1501-1550,Oil and gold on panel,200.0
"MAZZONI, Sebastiano",St Benedict Presents Pasqualino Daneli to the Virgin,https://www.wga.hu/html/m/mazzoni/sebastia/benedict.html,https://www.wga.hu/art/m/mazzoni/sebastia/benedict.jpg,web_gallery_mmazzonisebastiabenedict.jpg,"This dynamic composition is from the artist's early maturity, influenced by Bernardo Strozzi and the Venetian use of tone. Mazzoni blended Tuscan-Lombard nuances of tone with Baroque theatricality and s Strozzi-style naturalism.",1601-1650,Oil on canvas,200.0
"MAZZONI, Sebastiano",Raising of the Cross,https://www.wga.hu/html/m/mazzoni/sebastia/raising.html,https://www.wga.hu/art/m/mazzoni/sebastia/raising.jpg,web_gallery_mmazzonisebastiaraising.jpg,"Mazzoni returned to this subject once more in the late 1660s or even later, in a small canvas of altogether more Spartan and dramatic composition (private collection).",1601-1650,Oil on panel,200.0
"MEHUS, Livio",The Flight to Egypt,https://www.wga.hu/html/m/mehus/fl_egypt.html,https://www.wga.hu/art/m/mehus/fl_egypt.jpg,web_gallery_mmehusfl_egypt.jpg,,1651-1700,Oil on wood,200.0
"MEI, Bernardino",The Vision of St Jerome,https://www.wga.hu/html/m/mei/vision_j.html,https://www.wga.hu/art/m/mei/vision_j.jpg,web_gallery_mmeivision_j.jpg,"This painting combines two different visions of St Jerome. The first, of an angel blowing a trumpet in Jerome's ear, apparently took place while he was retiring as a hermit in the desert and illustrates the dream in which he heard the trumpets of the Last Judgment; an episode particularly popular in Baroque painting. The second, the flagellation of St Jerome by angels, relates to the dream in which the saint saw himself being punished by the angels of God for studying classical literature more than the Bible.",1651-1700,Oil on canvas,200.0
"MELONE, Altobello",Christ Carrying the Cross,https://www.wga.hu/html/m/melone/christx.html,https://www.wga.hu/art/m/melone/christx.jpg,web_gallery_mmelonechristx.jpg,,1501-1550,Oil on panel,200.0
"MELZI, Francesco",St Anne with the Virgin and the Child Embracing a Lamb,https://www.wga.hu/html/m/melzi/st_anne.html,https://www.wga.hu/art/m/melzi/st_anne.jpg,web_gallery_mmelzist_anne.jpg,"This painting is a fairly faithful copy of Leonardo's The Virgin and Child with St Anne in the Louvre. The picture in Florence differs from Leonardo's in the landscape, which is entirely reformulated here, and a few, yet significant, details, such as the foreground in which an alluvial riverbank is replaced by a sumptuous meadow. A possible explanation of the differences could be that the painter of the Florence version used as model not Leonardo's painting but his cartoon (now lost) which probably showed only the figures without Leonardo's final alterations, and no landscape at all.",1501-1550,Oil on panel,200.0
"MEMBERGER, Kaspar the Elder",Virgin and Child,https://www.wga.hu/html/m/memberge/virgin_c.html,https://www.wga.hu/art/m/memberge/virgin_c.jpg,web_gallery_mmembergevirgin_c.jpg,"This depiction of the Virgin still adheres to a relatively rigid scheme dating from the late medieval period. Apparently a copper engraving by Albrecht Dürer, dated 1518, served as the model for Memberger's composition of the Virgin enthroned.",1551-1600,Oil on canvas,200.0
"MEMLING, Hans",Virgin and Child Enthroned with two Musical Angels,https://www.wga.hu/html/m/memling/1early1/01virgin.html,https://www.wga.hu/art/m/memling/1early1/01virgin.jpg,web_gallery_mmemling1early101virgin.jpg,"Despite showing some signs of wear, this painting is something of a key work in our understanding of Memling's debut as a fully fledged master. Little studied until recently, it has long been viewed as one of Memling's earliest works, a youthful painting dating from before 1468 that might be a copy after Rogier van der Weyden. ",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child in a Landscape,https://www.wga.hu/html/m/memling/1early1/01wirgin.html,https://www.wga.hu/art/m/memling/1early1/01wirgin.jpg,web_gallery_mmemling1early101wirgin.jpg,This early work of the artist probably represents the scene of Rest during the Flight to Egypt.,1451-1500,Oil on wood,200.0
"MEMLING, Hans",Virgin and Child with St Anthony the Abbot and a Donor,https://www.wga.hu/html/m/memling/2middle1/06novirg.html,https://www.wga.hu/art/m/memling/2middle1/06novirg.jpg,web_gallery_mmemling2middle106novirg.jpg,"In 1472 Memling first dated two of his paintings. The way the dates are inscribed recalls the style of Jan van Eyck. The Standing Virgin and Child with donor and St Anthony in Ottawa has the date painted in white numerals on the rear wall of the room, as in Van Eyck's Arnolfini wedding portrait. The same date, now consisting of yellow metal figures in relief on a reddish-brown marbled frame, is painted in trompe-l'oeil on the Portrait of Gilles Joye in Williamstown.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",The Martyrdom of St Sebastian,https://www.wga.hu/html/m/memling/2middle1/07noseba.html,https://www.wga.hu/art/m/memling/2middle1/07noseba.jpg,web_gallery_mmemling2middle107noseba.jpg,"Born at Seligenstadt near the German city of Frankfurt, Hans Memling became a citizen of Bruges in 1465, of which he was one of the best known painters until his death in 1494. The Martyrdom of St Sebastian, the style and technique of which are typical of this artist, has long been attributed to him. It appears to have been painted around 1475.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",The Virgin Showing the Man of Sorrows,https://www.wga.hu/html/m/memling/2middle1/08sorrow.html,https://www.wga.hu/art/m/memling/2middle1/08sorrow.jpg,web_gallery_mmemling2middle108sorrow.jpg,"This iconographical type, in which the Man of Sorrows (Christ displaying his wounds to the faithful) is supported by the Virgin, is not a common one. It is, in fact, a conflation of the Marian Pietà, in which the Virgin cradles her dead son in her lap, and the Trinity Pietà, in which God the Father holds the recently crucified Christ before him. It is an emblematic representation intended as the object of meditation rather than the portrayal of an episode from the Gospels. Similarly, the Arma Christi in the background should be interpreted as signs of the Passion. Several emblems are included, in addition to obvious attributes such as the Cross, on which hangs the dark-purple robe from Christ's Mockery; the post from the flagellation with its rope, rods and flails; the cane and sponge, the spear, the hammer and nails. Looking from top to bottom, we see: on the left, Peter with Caiaphas' servant-girl, Judas with the purse around his neck, Annas and Caiaphas, the hand which struck Jesus, the fist that punched him, and another hand with closed fingers; on the right, Pilate and Herod, a hand making the obscene fica gesture, a head in profile (customarily one of the soldiers who mocked or spat at Christ), a hand that has pulled out some of Jesus' hair, and a stamping foot.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",The Mystic Marriage of St Catherine,https://www.wga.hu/html/m/memling/2middle1/11mystic.html,https://www.wga.hu/art/m/memling/2middle1/11mystic.jpg,web_gallery_mmemling2middle111mystic.jpg,,1451-1500,Oil on wood,200.0
"MEMLING, Hans",St John Altarpiece,https://www.wga.hu/html/m/memling/2middle2/13john.html,https://www.wga.hu/art/m/memling/2middle2/13john.jpg,web_gallery_mmemling2middle213john.jpg,"The symbolic gesture whereby Jesus places a wedding ring on the finger of St Catherine of Alexandria caused this altarpiece to be identified for many years as the Mystic marriage of St Catherine. Nevertheless, it is clearly dedicated to the Virgin and the two St Johns. Together with the Gdansk Last Judgment and the Lübeck Passion, this is one of the three biggest triptychs that Memling ever painted. The three altarpieces are also distributed evenly throughout his career, and hence serve as crucial milestones in the development of his oeuvre. The St John altarpiece is dated 1479, and is thus located precisely half-way between the Gdansk (1467) and Lübeck (1491) triptychs.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (left wing),https://www.wga.hu/html/m/memling/2middle2/13john1.html,https://www.wga.hu/art/m/memling/2middle2/13john1.jpg,web_gallery_mmemling2middle213john1.jpg,The left wing features the Beheading of St John the Baptist.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john11.html,https://www.wga.hu/art/m/memling/2middle2/13john11.jpg,web_gallery_mmemling2middle213john11.jpg,The picture shows a detail of the left wing.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john12.html,https://www.wga.hu/art/m/memling/2middle2/13john12.jpg,web_gallery_mmemling2middle213john12.jpg,The picture shows a detail of the left wing.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john13.html,https://www.wga.hu/art/m/memling/2middle2/13john13.jpg,web_gallery_mmemling2middle213john13.jpg,The picture shows a detail of the left wing.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john14.html,https://www.wga.hu/art/m/memling/2middle2/13john14.jpg,web_gallery_mmemling2middle213john14.jpg,The picture shows a detail of the left wing.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john15.html,https://www.wga.hu/art/m/memling/2middle2/13john15.jpg,web_gallery_mmemling2middle213john15.jpg,The picture shows a detail of the left wing: Salome's dance takes place in an open chamber of the palace.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (central panel),https://www.wga.hu/html/m/memling/2middle2/13john2.html,https://www.wga.hu/art/m/memling/2middle2/13john2.jpg,web_gallery_mmemling2middle213john2.jpg,"The central panel focuses upon a Sacra Conversazione, a gathering of saints around the Virgin. Mary is enthroned on a golden seat and is being crowned Queen of Heaven by two dark-blue angels who hover above her. St Catherine kneels on one side, recognisable by the instruments of her martyrdom, the sword and wheel, and from the wedding ritual. The attribute of St Barbara, kneeling on the other side, is represented as a white stone sacrament tower. The Eucharistic Host is visible through the traceried window in a glass cylinder mounted on a crescent moon. Although the Host was another attribute of this saint, it may also be interpreted here as an allusion to the Holy Mass - symbolism which is continued throughout the remainder of the scene.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john20.html,https://www.wga.hu/art/m/memling/2middle2/13john20.jpg,web_gallery_mmemling2middle213john20.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john21.html,https://www.wga.hu/art/m/memling/2middle2/13john21.jpg,web_gallery_mmemling2middle213john21.jpg,The picture shows St Catherine on the left side of the central panel.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john22.html,https://www.wga.hu/art/m/memling/2middle2/13john22.jpg,web_gallery_mmemling2middle213john22.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john23.html,https://www.wga.hu/art/m/memling/2middle2/13john23.jpg,web_gallery_mmemling2middle213john23.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (right wing),https://www.wga.hu/html/m/memling/2middle2/13john3.html,https://www.wga.hu/art/m/memling/2middle2/13john3.jpg,web_gallery_mmemling2middle213john3.jpg,The right wing features St John the Evangelist on the Island of Patmos.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john30.html,https://www.wga.hu/art/m/memling/2middle2/13john30.jpg,web_gallery_mmemling2middle213john30.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john31.html,https://www.wga.hu/art/m/memling/2middle2/13john31.jpg,web_gallery_mmemling2middle213john31.jpg,The picture shows a detail from the upper half of right wing.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john32.html,https://www.wga.hu/art/m/memling/2middle2/13john32.jpg,web_gallery_mmemling2middle213john32.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john33.html,https://www.wga.hu/art/m/memling/2middle2/13john33.jpg,web_gallery_mmemling2middle213john33.jpg,,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (closed),https://www.wga.hu/html/m/memling/2middle2/13john4.html,https://www.wga.hu/art/m/memling/2middle2/13john4.jpg,web_gallery_mmemling2middle213john4.jpg,"The closed wings depict the donors - two monks and two nuns - at prayer in a niche topped with Gothic open tracery. Their patron saints stand to the rear (from left to right, James the Great, Anthony the Great, Agnes and Clare).",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",St John Altarpiece (detail),https://www.wga.hu/html/m/memling/2middle2/13john41.html,https://www.wga.hu/art/m/memling/2middle2/13john41.jpg,web_gallery_mmemling2middle213john41.jpg,The picture shows St James the Great from the exterior left panel of the altarpiece.,1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Triptych of the Rest on the Flight into Egypt,https://www.wga.hu/html/m/memling/2middle3/14tripti.html,https://www.wga.hu/art/m/memling/2middle3/14tripti.jpg,web_gallery_mmemling2middle314tripti.jpg,"This small triptych, made for private devotion, was dismembered in 1816 and reunited only in 1974 in the Louvre. The central panel depicts the Rest on the Flight into Egypt, while the left and right wings represent St John the Baptist and St Mary Magdalen, respectively.",1451-1500,Oil on canvas,200.0
"MEMLING, Hans",Allegory with a Virgin,https://www.wga.hu/html/m/memling/2middle3/15allego.html,https://www.wga.hu/art/m/memling/2middle3/15allego.jpg,web_gallery_mmemling2middle315allego.jpg,"This rather enigmatic painting has been studied in depth recently, enabling us to venture a more solidly based jjudgment regarding both its authenticity and the significance of the representation. It should be noted at the outset that the topmost part of the landscape has been entirely overpainted and can thus form no part of the interpretation. The rock with the virgin and the lions are, however, still in a fairly good, original condition.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child with Musician Angels,https://www.wga.hu/html/m/memling/2middle3/15novirg.html,https://www.wga.hu/art/m/memling/2middle3/15novirg.jpg,web_gallery_mmemling2middle315novirg.jpg,"The panel is the left wing of a diptych, the right wing of which represents the donor with St George.",1451-1500,Oil on oak,200.0
"MEMLING, Hans",The Virgin Showing the Man of Sorrows,https://www.wga.hu/html/m/memling/3mature1/18nosorr.html,https://www.wga.hu/art/m/memling/3mature1/18nosorr.jpg,web_gallery_mmemling3mature118nosorr.jpg,This is a larger - authograph - version of the painting in the National Gallery of Victoria in Melbourne.,1451-1500,Oil on wood,200.0
"MEMLING, Hans",Virgin Enthroned with Child and Angel,https://www.wga.hu/html/m/memling/3mature2/21novirg.html,https://www.wga.hu/art/m/memling/3mature2/21novirg.jpg,web_gallery_mmemling3mature221novirg.jpg,"This painting is generally accepted as a Memling although it is overrestored. The Child's pose is the typological match of the Virgin and Child in a Rose Garden in Madrid, with both examples deriving from a prototype of Rogier van der Weyden. The composition is closely related to the later Virgin Enthroned in St Osyth.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",Virgin and Child Enthroned,https://www.wga.hu/html/m/memling/3mature2/21virgi.html,https://www.wga.hu/art/m/memling/3mature2/21virgi.jpg,web_gallery_mmemling3mature221virgi.jpg,"Little attention was focused on this work until recently, despite the fact that it is a fairly well-preserved painting of high quality. It differs from the artist's other enthroned Virgins in its notably larger format, and iconographically simpler, less ornate decoration. Seated on a straight, wooden bench that stands on a bare tile floor, with no Oriental carpet, this Virgin still recalls the humble domestic atmosphere of compositions by the Master of Flémalle and Rogier van der Weyden. The position of the Child in his mother's hands is somewhat reminiscent in type of Hugo van der Goes' little painting of the Virgin in Frankfurt (Städelsches Kunstinstitut). The origins of this type are to be found in the Flémalle circle, which means that Memling might also have been inspired by a composition of that master. We find the same tile pattern in Van der Weyden's Annunciation in the Louvre, and in the Presentation in the Temple (Washington, National Gallery of Art) by a follower of Van der Weyden, now known as the Master of the Prado Adoration. By contrast, the arcade opening onto the landscape, which lends horizontal rhythm to the composition, is a pure Memling invention. An interesting detail in the landscape is the church on the right, which could be the abbey church of Seligenstadt, Memling's birthplace. The architectural significance of the second row of small columns of a different type, which stands behind the parapet and supports a beam, is less plain. The painting might originally have had wings that shed light on this feature.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child Enthroned (detail),https://www.wga.hu/html/m/memling/3mature2/21virgi1.html,https://www.wga.hu/art/m/memling/3mature2/21virgi1.jpg,web_gallery_mmemling3mature221virgi1.jpg,"Seated on a straight, wooden bench this Virgin still recalls the humble domestic atmosphere of compositions by the Master of Flémalle and Rogier van der Weyden. The position of the Child in his mother's hands is somewhat reminiscent in type of Hugo van der Goes' little painting of the Virgin in Frankfurt (Städelsches Kunstinstitut).",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin and Child in a Rose-Garden with Two Angels,https://www.wga.hu/html/m/memling/3mature2/23virgin.html,https://www.wga.hu/art/m/memling/3mature2/23virgin.jpg,web_gallery_mmemling3mature223virgin.jpg,"This small, intimate painting has sometimes been viewed unjustly as a possible workshop piece or described as having been marred by restoration. It is, on the contrary, an exquisite work which, though damaged in places, with its finely painted city view on the left, is still of extraordinary quality.",1451-1500,Oil on oak panel,200.0
"MEMLING, Hans",Virgin with Child,https://www.wga.hu/html/m/memling/3mature2/24virgin.html,https://www.wga.hu/art/m/memling/3mature2/24virgin.jpg,web_gallery_mmemling3mature224virgin.jpg,,1451-1500,Oil on panel,200.0
"MEMLING, Hans",St John and Veronica Diptych (left wing),https://www.wga.hu/html/m/memling/3mature3/24nojov1.html,https://www.wga.hu/art/m/memling/3mature3/24nojov1.jpg,web_gallery_mmemling3mature324nojov1.jpg,"The left wing of the diptych represents St John the Baptist with his attribute, the lamb. The right wing of the diptych representing St Veronica is in the National Gallery of Art in Washington.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",St John and Veronica Diptych (reverse of the left wing),https://www.wga.hu/html/m/memling/3mature3/24nojov2.html,https://www.wga.hu/art/m/memling/3mature3/24nojov2.jpg,web_gallery_mmemling3mature324nojov2.jpg,"The reverse side of the left wing, depicting St John the Evangelist, represents a skull, the symbol of transience.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",St John and Veronica Diptych (right wing),https://www.wga.hu/html/m/memling/3mature3/24nojov3.html,https://www.wga.hu/art/m/memling/3mature3/24nojov3.jpg,web_gallery_mmemling3mature324nojov3.jpg,"Veronica, who consoled Christ on the road to Golgotha, is represented by Memling as a fashionably dressed lady of the fifteenth century. In her hands is the 'sudarium' or sweat cloth with the imprint of Christ's face. Behind stretches a poetic north European landscape of breathless calm.",1451-1500,Oil on wood,200.0
"MEMLING, Hans",St John and Veronica Diptych (reverse of the right wing),https://www.wga.hu/html/m/memling/3mature3/24nojov4.html,https://www.wga.hu/art/m/memling/3mature3/24nojov4.jpg,web_gallery_mmemling3mature324nojov4.jpg,"The gold chalice with a serpent on the reverse side of the right wing is a symbol of redemption referring to the legend of St John the Evangelist who, ordered to drink a cup of poisoned wine, made the sign of blessing, and the venom was miraculously drawn from the liquid.",1451-1500,Oil on wood,200.0
